Entry,Urine,Plasma,Serum,Max,DeltaUrine,DeltaPlasma,DeltaSerum,FlagUrine,FlagPlasma,FlagSerum
A0A2I2U2A3,25.5,21.9,22.2,25.5,0,3.6,3.3,0,1,1
A0A2I2UJB3,19.1,17.3,16.7,19.1,0,1.8,2.4,0,1,1
A0A5F5XK46,21.5,23.2,23.4,23.4,1.9,0.2,0,1,0,0
A0A1E1FFM2,21.1,20.2,19.7,21.1,0,0.9,1.4,0,0,1
M3VZA9,20.3,13.6,13.2,20.3,0,6.7,7.1,0,1,1
M3WNP8,18.7,17.6,17.2,18.7,0,1.1,1.5,0,1,1
A0A337S746,23.7,14.6,15.3,23.7,0,9.1,8.4,0,1,1
A0A337SCF8,23.9,19,18,23.9,0,4.9,5.9,0,1,1
A0A5F5XYD7,16.1,14.1,13.7,16.1,0,2,2.4,0,1,1
A0A337SGN2,22.8,16.3,15.4,22.8,0,6.5,7.4,0,1,1
A0A2I2V4L0,18.6,13,15,18.6,0,5.6,3.6,0,1,1
A0A337SD93,16.3,12.5,11.2,16.3,0,3.8,5.1,0,1,1
M3WHT7,20,13.2,13.8,20,0,6.8,6.2,0,1,1
A0A5F5XH32,21.4,20,19.4,21.4,0,1.4,2,0,1,1
M3WU80,19.6,17.9,17.9,19.6,0,1.7,1.7,0,1,1
A0A2I2UTY4,21.3,17,18,21.3,0,4.3,3.3,0,1,1
A0A2I2UD52,23.1,19.1,19.4,23.1,0,4,3.7,0,1,1
A0A5F5Y3Z8,27,16.9,18,27,0,10.1,9,0,1,1
A0A337SES4,19.5,22,21.6,22,2.5,0,0.4,1,0,0
M3WX61,24.2,18.7,17.9,24.2,0,5.5,6.3,0,1,1
A0A337S1U9,23.6,21.2,20.8,23.6,0,2.4,2.8,0,1,1
A0A5F5XMF6,19.9,15.7,15.7,19.9,0,4.2,4.2,0,1,1
A0A337STQ6,18.1,17.5,17.9,18.1,0,0.6,0.2,0,0,0
A0A2I2UIU2,20.4,19.9,19.7,20.4,0,0.5,0.7,0,0,0
M3W6G1,23.1,18.7,18.6,23.1,0,4.4,4.5,0,1,1
A0A2I2USV9,23.4,17.8,18.2,23.4,0,5.6,5.2,0,1,1
A0A2I2UXP2,23.3,19.9,20,23.3,0,3.4,3.3,0,1,1
M3X277,21.5,19.7,18.8,21.5,0,1.8,2.7,0,1,1
M3WBP8,22.7,20.1,19.9,22.7,0,2.6,2.8,0,1,1
M3WH96,18.2,13.5,12.4,18.2,0,4.7,5.8,0,1,1
A0A2I2U7X2,22.8,21.1,20.4,22.8,0,1.7,2.4,0,1,1
A0A2I2U066,14.9,12.3,12.8,14.9,0,2.6,2.1,0,1,1
A0A337S5J7,24.8,21.8,21.6,24.8,0,3,3.2,0,1,1
M3VZI2,16.8,13.1,11.3,16.8,0,3.7,5.5,0,1,1
M3WK02,15.4,14.5,13.1,15.4,0,0.9,2.3,0,0,1
A0A2I2URR0,20.4,17,16.1,20.4,0,3.4,4.3,0,1,1
M3VZX1,20.1,16.7,16.7,20.1,0,3.4,3.4,0,1,1
M3W6R4,17.9,19.1,18.5,19.1,1.2,0,0.6,1,0,0
Q1T771,17,18,18,18,1,0,0,1,0,0
P19707,20.6,20.2,20.1,20.6,0,0.4,0.5,0,0,0
A0A337SKP2,15.9,16.5,17,17,1.1,0.5,0,1,0,0
A0A5F5XKD6,24.1,18.5,16.8,24.1,0,5.6,7.3,0,1,1
A0A337RY68,19.1,16.8,16.9,19.1,0,2.3,2.2,0,1,1
M3WQ85,22.3,19.1,19.4,22.3,0,3.2,2.9,0,1,1
A0A5F5XHE0,22.7,27.1,26.7,27.1,4.4,0,0.4,1,0,0
M3WBA3,18,21.7,21.2,21.7,3.7,0,0.5,1,0,0
A0A2I2UX36,21.9,22.1,16.2,22.1,0.2,0,5.9,0,0,1
A0A337SWS1,24.1,20.7,19.5,24.1,0,3.4,4.6,0,1,1
A0A5F5XNW4,20.2,15.4,16.4,20.2,0,4.8,3.8,0,1,1
A0A337S649,22.5,14.4,14.4,22.5,0,8.1,8.1,0,1,1
M3X6M9,26.9,19.5,20,26.9,0,7.4,6.9,0,1,1
A0A337S0T3,24.4,25.9,27.1,27.1,2.7,1.2,0,1,1,0
A0A5F5XYV1,19.7,10.5,10.6,19.7,0,9.2,9.1,0,1,1
M3W808,23.8,20.2,20.5,23.8,0,3.6,3.3,0,1,1
A0A2I2UXY4,23.5,21.5,21.9,23.5,0,2,1.6,0,1,1
M3VXE7,21.9,19.9,19.9,21.9,0,2,2,0,1,1
A0A337S3N8,19.8,20.3,21,21,1.2,0.7,0,1,0,0
A0A2I2U2J6,21.2,21.3,21.1,21.3,0.1,0,0.2,0,0,0
M3XD95,21.1,18.9,18.5,21.1,0,2.2,2.6,0,1,1
M3W1S6,17.5,13.5,13.6,17.5,0,4,3.9,0,1,1
A0A337SKV9,21.5,19.4,19.6,21.5,0,2.1,1.9,0,1,1
A0A337S4F4,18,15.9,14.5,18,0,2.1,3.5,0,1,1
A0A337RVW7,19.4,17.9,18.9,19.4,0,1.5,0.5,0,1,0
A0A337S8G3,19.3,20.3,20.3,20.3,1,0,0,1,0,0
A0A5F5XW04,28.5,30.1,30.2,30.2,1.7,0.1,0,1,0,0
M3WCX1,28.4,29.9,30,30,1.6,0.1,0,1,0,0
M3WCX2,15.2,14.5,14.3,15.2,0,0.7,0.9,0,0,0
M3WCX6,22,23.5,23.6,23.6,1.6,0.1,0,1,0,0
M3WCX4,21.8,24.6,24.4,24.6,2.8,0,0.2,1,0,0
A0A5F5Y5G3,19.6,18.7,19,19.6,0,0.9,0.6,0,0,0
M3WCX0,26.7,24.6,24.5,26.7,0,2.1,2.2,0,1,1
M3W9H4,20.9,19.4,20.6,20.9,0,1.5,0.3,0,1,0
A0A2I2UQ88,16.1,15.5,10.2,16.1,0,0.6,5.9,0,0,1
A0A2I2UMR7,24.3,20.7,22,24.3,0,3.6,2.3,0,1,1
M3WLL8,28.2,31.3,31.3,31.3,3.1,0,0,1,0,0
M3W543,24.5,28.2,28.3,28.3,3.8,0.1,0,1,0,0
M3W4Q4,14,16,16.5,16.5,2.5,0.5,0,1,0,0
M3W5N1,25.2,28.7,28.8,28.8,3.6,0.1,0,1,0,0
M3W5N0,23.3,25.2,25.2,25.2,1.9,0,0,1,0,0
A0A2I2U9A5,26.1,28.5,28.4,28.5,2.4,0,0.1,1,0,0
A0A5F5XDM5,24.5,28.3,28.9,28.9,4.4,0.6,0,1,0,0
A0A5F5Y090,20.6,24.8,25.3,25.3,4.7,0.5,0,1,0,0
A0A5F5XLC7,26.3,23.4,24,26.3,0,2.9,2.3,0,1,1
A0A5F5Y312,22.3,18.9,19.1,22.3,0,3.4,3.2,0,1,1
A0A2I2UR94,18.6,13.5,14,18.6,0,5.1,4.6,0,1,1
M3X0E0,22.4,14.4,14.8,22.4,0,8,7.6,0,1,1
M3WNK3,20.2,13.5,13.2,20.2,0,6.7,7,0,1,1
A0A337SBP5,22,16.3,16.2,22,0,5.7,5.8,0,1,1
M3VVP5,24.3,22.3,22.2,24.3,0,2,2.1,0,1,1
A0A337RXI4,20.6,16.3,18.5,20.6,0,4.3,2.1,0,1,1
M3WHM8,28.9,18.5,18.4,28.9,0,10.4,10.5,0,1,1
A0A5F5XDP8,23.5,26.6,26.4,26.6,3.1,0,0.2,1,0,0
A0A337SFV1,21.7,24.6,24.7,24.7,3,0.1,0,1,0,0
A0A5F5Y6V8,16.4,21.4,21.2,21.4,5,0,0.2,1,0,0
A0A337S703,22,13.8,15.1,22,0,8.2,6.9,0,1,1
A0A337SBU4,19,12.3,13.5,19,0,6.7,5.5,0,1,1
M3VUS4,18,10.8,10.5,18,0,7.2,7.5,0,1,1
A0A2I2UZT1,27.8,19.7,18.6,27.8,0,8.1,9.2,0,1,1
A0A337S6F7,20.3,12.6,10.9,20.3,0,7.7,9.4,0,1,1
A0A5F5Y5C4,18,11,10.4,18,0,7,7.6,0,1,1
A0A2I2UL92,23,23.6,24,24,1,0.4,0,1,0,0
M3W6U8,23.6,18,18.4,23.6,0,5.6,5.2,0,1,1
M3VYU4,22.6,20.5,21.2,22.6,0,2.1,1.4,0,1,1
A0A2I2UGY0,24.3,24,23.6,24.3,0,0.3,0.7,0,0,0
A0A5F5XD74,21.2,21.5,20.8,21.5,0.3,0,0.7,0,0,0
M3WNL1,23.9,25.5,25.6,25.6,1.7,0.1,0,1,0,0
A0A2I2USM1,22.2,20.7,24.7,24.7,2.5,4,0,1,1,0
A0A337SUE7,20.6,21.9,22.4,22.4,1.8,0.5,0,1,0,0
A0A337SCZ5,19.2,14.9,13.9,19.2,0,4.3,5.3,0,1,1
A0A337RV27,22.4,24.1,23.6,24.1,1.7,0,0.5,1,0,0
M3WGV2,21.6,19.6,21,21.6,0,2,0.6,0,1,0
M3VX59,21.5,22.1,21.5,22.1,0.6,0,0.6,0,0,0
A0A2I2UUV9,22,18.6,18.2,22,0,3.4,3.8,0,1,1
A0A2I2URL1,17.7,19.4,16.3,19.4,1.7,0,3.1,1,0,1
A0A5F5XZL1,20.6,14.7,14.3,20.6,0,5.9,6.3,0,1,1
A0A2I2UA74,19.4,19.2,17.6,19.4,0,0.2,1.8,0,0,1
M3VWU4,19.9,20.3,20.4,20.4,0.5,0.1,0,0,0,0
M3VV37,24.6,26.4,26.4,26.4,1.8,0,0,1,0,0
M3WLC0,22.8,18,18.3,22.8,0,4.8,4.5,0,1,1
A0A2I2U4M0,19.9,23.6,24.4,24.4,4.5,0.8,0,1,0,0
A0A2I2UF62,16.6,13.4,11.2,16.6,0,3.2,5.4,0,1,1
A0A337SG91,21.2,19,19.8,21.2,0,2.2,1.4,0,1,1
A0A5F5XQN8,21.3,17.5,18.4,21.3,0,3.8,2.9,0,1,1
A0A337SAB7,18.6,15,15.1,18.6,0,3.6,3.5,0,1,1
M3WJJ1,19.5,19.9,19.8,19.9,0.4,0,0.1,0,0,0
A0A5F5XDQ5,21.1,19,18.7,21.1,0,2.1,2.4,0,1,1
M3WYV4,20.1,20.4,21.5,21.5,1.4,1.1,0,1,1,0
A0A5F5XEN6,18.2,18.1,17.7,18.2,0,0.1,0.5,0,0,0
A0A2I2UPJ1,19.3,14.9,14.2,19.3,0,4.4,5.1,0,1,1
A0A5F5XC30,19.6,18,18.1,19.6,0,1.6,1.5,0,1,1
M3WBM7,22.2,17.7,17.4,22.2,0,4.5,4.8,0,1,1
M3W1G1,20.5,18.5,18.7,20.5,0,2,1.8,0,1,1
M3XF74,21.3,19.4,19.5,21.3,0,1.9,1.8,0,1,1
M3VYI8,17.3,18.7,18.8,18.8,1.5,0.1,0,1,0,0
A0A2I2U579,16.7,14.5,14.9,16.7,0,2.2,1.8,0,1,1
A0A2I2UV69,20.1,10.8,11.1,20.1,0,9.3,9,0,1,1
A0A2I2UAJ7,20.8,11.3,10.3,20.8,0,9.5,10.5,0,1,1
A0A337S693,19.7,16,16.2,19.7,0,3.7,3.5,0,1,1
A0A5F5Y4Q7,19.7,19.2,19.6,19.7,0,0.5,0.1,0,0,0
M3X374,22.6,22.2,22.2,22.6,0,0.4,0.4,0,0,0
A0A5F5XFM9,20.8,22.1,21.9,22.1,1.3,0,0.2,1,0,0
A0A2I2U480,17.9,17.9,19.4,19.4,1.5,1.5,0,1,1,0
M3W8Q2,21.9,21.3,21.3,21.9,0,0.6,0.6,0,0,0
M3X4X1,15.4,11.2,10.6,15.4,0,4.2,4.8,0,1,1
A0A2I2UPH5,25.7,22.2,22.4,25.7,0,3.5,3.3,0,1,1
A0A2I2U3N0,19.5,15.8,16,19.5,0,3.7,3.5,0,1,1
A0A337SS20,23.8,21.1,21.8,23.8,0,2.7,2,0,1,1
A0A2I2V1M2,21.8,21.1,20.4,21.8,0,0.7,1.4,0,0,1
A0A5F5XL46,21.8,21.4,21.3,21.8,0,0.4,0.5,0,0,0
M3WIG3,17.5,16.5,15.9,17.5,0,1,1.6,0,1,1
A0A5F5XK14,22.8,22.9,21.5,22.9,0.1,0,1.4,0,0,1
M3WM95,19.3,10.2,10.5,19.3,0,9.1,8.8,0,1,1
A0A5F5XKY6,19.3,15.3,16,19.3,0,4,3.3,0,1,1
A0A5F5XR50,18.6,17,17.1,18.6,0,1.6,1.5,0,1,1
A0A2I2U991,18.7,22.5,22.6,22.6,3.9,0.1,0,1,0,0
A0A2I2U9I8,23.4,19.7,19.4,23.4,0,3.7,4,0,1,1
A0A2I2UZ18,19,14.7,14.1,19,0,4.3,4.9,0,1,1
M3WLW6,22.9,21,19.6,22.9,0,1.9,3.3,0,1,1
M3X7Y2,20.3,16,15.4,20.3,0,4.3,4.9,0,1,1
A0A5F5XHK0,18.7,13.5,15.7,18.7,0,5.2,3,0,1,1
M3WYD3,21.3,18.4,18.7,21.3,0,2.9,2.6,0,1,1
M3WMU1,20.4,20.6,20.6,20.6,0.2,0,0,0,0,0
M3WI49,18.8,14.6,15.4,18.8,0,4.2,3.4,0,1,1
A0A337RYL8,18.5,16.4,15.8,18.5,0,2.1,2.7,0,1,1
A0A2I2UM84,16.7,15.5,15.4,16.7,0,1.2,1.3,0,1,1
A0A2I2UVQ2,26.2,19.8,20,26.2,0,6.4,6.2,0,1,1
A0A5F5XTV6,23.8,22,22,23.8,0,1.8,1.8,0,1,1
A0A2I2UR05,20.1,19,19.4,20.1,0,1.1,0.7,0,1,0
A0A5F5XIW6,19,14.9,15.7,19,0,4.1,3.3,0,1,1
M3VVT0,16.7,12.5,14,16.7,0,4.2,2.7,0,1,1
A0A2I2U6D2,16.7,18.9,17.1,18.9,2.2,0,1.8,1,0,1
A0A337S5T6,20.4,16.6,16.2,20.4,0,3.8,4.2,0,1,1
A0A5F5XQY8,17.9,15.4,15.9,17.9,0,2.5,2,0,1,1
A0A2I2UHD5,21.9,18.9,19,21.9,0,3,2.9,0,1,1
M3WJN7,20,18.1,19.4,20,0,1.9,0.6,0,1,0
M3WN53,19.4,18.1,18.6,19.4,0,1.3,0.8,0,1,0
A0A5F5Y3A1,20.6,18.5,18.6,20.6,0,2.1,2,0,1,1
M3XCB8,20.1,19.1,18.3,20.1,0,1,1.8,0,1,1
A0A337SUF8,18.4,15.7,16.4,18.4,0,2.7,2,0,1,1
A0A2I2UP70,20.7,20,20.4,20.7,0,0.7,0.3,0,0,0
M3VWX8,26.1,24.9,22.8,26.1,0,1.2,3.3,0,1,1
A0A337RXK1,24.3,21.9,22.2,24.3,0,2.4,2.1,0,1,1
M3WBD8,21.4,18.3,16.9,21.4,0,3.1,4.5,0,1,1
A0A5F5XF46,21.3,19,17.7,21.3,0,2.3,3.6,0,1,1
M3VZE1,23.1,19.3,19,23.1,0,3.8,4.1,0,1,1
M3WVG6,21.4,21.9,22.8,22.8,1.4,0.9,0,1,0,0
A0A5F5Y1D6,21.9,21.3,21.8,21.9,0,0.6,0.1,0,0,0
A0A5F5XQX5,20.7,20.2,20.4,20.7,0,0.5,0.3,0,0,0
A0A2I2U8C8,17.3,18.5,19.1,19.1,1.8,0.6,0,1,0,0
A0A2I2UTP2,23.4,15.7,16,23.4,0,7.7,7.4,0,1,1
A0A337SNU3,18.6,18.2,18.7,18.7,0.1,0.5,0,0,0,0
A0A5F5XD47,19.8,16.6,16.6,19.8,0,3.2,3.2,0,1,1
A0A5F5XJ51,22.6,22.8,22.6,22.8,0.2,0,0.2,0,0,0
M3X0W1,23.6,23.8,23.5,23.8,0.2,0,0.3,0,0,0
A0A5F5XNI1,31.9,33.1,33.3,33.3,1.4,0.2,0,1,0,0
M3X260,25.5,26.9,27,27,1.5,0.1,0,1,0,0
A0A5F5XXX0,27,28.3,28.3,28.3,1.3,0,0,1,0,0
M3WBQ5,28.6,29.1,29.2,29.2,0.6,0.1,0,0,0,0
B4X8D7,26.5,19.3,18,26.5,0,7.2,8.5,0,1,1
B4X8D8,26.2,19.7,19.5,26.2,0,6.5,6.7,0,1,1
M3WI50,19.1,12.3,12.1,19.1,0,6.8,7,0,1,1
A0A5F5XDK9,25.8,18.5,18.5,25.8,0,7.3,7.3,0,1,1
Q9MYZ3,20.2,20.7,21.2,21.2,1,0.5,0,1,0,0
M3WKJ1,23.7,23,23.5,23.7,0,0.7,0.2,0,0,0
A0A337SBT0,20.9,19.1,18.2,20.9,0,1.8,2.7,0,1,1
A0A5F5XGQ1,22.1,19.9,21.1,22.1,0,2.2,1,0,1,0
A0A5F5XD94,22.7,20.7,21.3,22.7,0,2,1.4,0,1,1
A0A2I2UM78,23.8,24.1,24.5,24.5,0.7,0.4,0,0,0,0
M3WF45,26,24.5,24.9,26,0,1.5,1.1,0,1,1
A0A2I2UG29,14,10,10.2,14,0,4,3.8,0,1,1
M3W148,18.7,18.9,18.9,18.9,0.2,0,0,0,0,0
A0A5F5XNC0,18.8,17.9,18.4,18.8,0,0.9,0.4,0,0,0
A0A2I2UGV7,26.4,20,20,26.4,0,6.4,6.4,0,1,1
A0A337S209,21.8,20.7,21.4,21.8,0,1.1,0.4,0,1,0
A0A337SK12,20.2,15.6,14.8,20.2,0,4.6,5.4,0,1,1
A0A2I2UP29,28.1,21.2,20.7,28.1,0,6.9,7.4,0,1,1
A0A2I2U4F9,22.3,21.4,23.5,23.5,1.2,2.1,0,1,1,0
M3W949,23,22,23.4,23.4,0.4,1.4,0,0,1,0
A0A337SHQ6,22.4,22.3,23.3,23.3,0.9,1,0,0,1,0
A0A2I2UAQ8,21.3,19.6,19.6,21.3,0,1.7,1.7,0,1,1
A0A337SA15,24.6,17.2,17.2,24.6,0,7.4,7.4,0,1,1
A0A337S5K9,20.7,11.4,11.2,20.7,0,9.3,9.5,0,1,1
A0A337S2N1,19.8,21.5,21.5,21.5,1.7,0,0,1,0,0
M3X940,18.8,13.5,13.2,18.8,0,5.3,5.6,0,1,1
A0A5F5Y1L1,21.3,19.6,18.9,21.3,0,1.7,2.4,0,1,1
A0A2I2V2A4,20,17.2,17.1,20,0,2.8,2.9,0,1,1
M3XFJ6,22.9,21.6,21.5,22.9,0,1.3,1.4,0,1,1
M3WPL3,19.5,12.1,12.6,19.5,0,7.4,6.9,0,1,1
A0A2I2UKF8,23.3,20.2,20.9,23.3,0,3.1,2.4,0,1,1
A0A2I2UFI9,16.5,16.2,15.7,16.5,0,0.3,0.8,0,0,0
M3WBR7,14.6,15.5,14.6,15.5,0.9,0,0.9,0,0,0
M3W5X2,24,13.2,15.4,24,0,10.8,8.6,0,1,1
A0A337S0Q7,18,12.5,11.8,18,0,5.5,6.2,0,1,1
A0A5F5XDF0,22,21.6,21.4,22,0,0.4,0.6,0,0,0
M3WP30,18.2,16.3,15.7,18.2,0,1.9,2.5,0,1,1
M3WSW8,21.1,11.5,12.5,21.1,0,9.6,8.6,0,1,1
A0A5F5XZP8,31.7,19,19.6,31.7,0,12.7,12.1,0,1,1
A0A5F5XRV1,20.7,18.7,17.7,20.7,0,2,3,0,1,1
A0A2I2U348,18.6,11.1,10.4,18.6,0,7.5,8.2,0,1,1
M3W8X2,20.7,17.6,17.2,20.7,0,3.1,3.5,0,1,1
M3WTN0,16.3,17.1,17.1,17.1,0.8,0,0,0,0,0
A0A2I2UFV7,26.4,23,23.2,26.4,0,3.4,3.2,0,1,1
A0A2I2UUG3,22.7,19.9,20.6,22.7,0,2.8,2.1,0,1,1
A0A2I2UQD4,20.9,18,17.6,20.9,0,2.9,3.3,0,1,1
A0A5F5XSD6,20.7,19.9,19,20.7,0,0.8,1.7,0,0,1
A0A2I2V223,16.9,12.6,12.8,16.9,0,4.3,4.1,0,1,1
A0A337SE86,24.4,21.4,22,24.4,0,3,2.4,0,1,1
A0A5F5Y208,18.4,17.5,17.9,18.4,0,0.9,0.5,0,0,0
A0A337SN48,20.8,17.5,16.9,20.8,0,3.3,3.9,0,1,1
A0A337S3S3,19.7,19.1,19.8,19.8,0.1,0.7,0,0,0,0
A0A337SCZ0,19.5,14.3,14.1,19.5,0,5.2,5.4,0,1,1
M3X9A1,22.7,20,20.2,22.7,0,2.7,2.5,0,1,1
A0A2I2URE8,16.3,14.9,15.7,16.3,0,1.4,0.6,0,1,0
A0A2I2U057,21.2,20.2,20.4,21.2,0,1,0.8,0,1,0
A0A2I2UY85,18.2,18.7,19.7,19.7,1.5,1,0,1,1,0
A0A5F5XI45,13.9,16.4,16,16.4,2.5,0,0.4,1,0,0
A0A337RXS4,23.6,22,21.6,23.6,0,1.6,2,0,1,1
A0A337RUS6,23.1,16.4,19,23.1,0,6.7,4.1,0,1,1
A0A2I2UQM8,21,18.6,21.3,21.3,0.3,2.7,0,0,1,0
A0A337SU32,22.8,21.9,22.4,22.8,0,0.9,0.4,0,0,0
A0A337SC81,18.2,17.6,17.9,18.2,0,0.6,0.3,0,0,0
M3VUZ7,23.4,20.1,18.6,23.4,0,3.3,4.8,0,1,1
A0A2I2UDW9,20.5,20.2,21,21,0.5,0.8,0,0,0,0
A0A2I2UB49,22.8,21.1,19.3,22.8,0,1.7,3.5,0,1,1
M3WPX9,18.1,17.9,18.2,18.2,0.1,0.3,0,0,0,0
A0A337SAI4,22.7,23.9,21.6,23.9,1.2,0,2.3,1,0,1
M3WEV9,28.1,31.3,31.3,31.3,3.2,0,0,1,0,0
A0A337S1Z7,21.9,23.4,19.2,23.4,1.5,0,4.2,1,0,1
A0A2I2U1M4,21.5,22.1,22.6,22.6,1.1,0.5,0,1,0,0
A0A2I2UVC7,20.2,18.1,18.1,20.2,0,2.1,2.1,0,1,1
A0A2I2UZ20,20.8,18.7,18.4,20.8,0,2.1,2.4,0,1,1
A0A2I2UXF6,17.7,16.7,16,17.7,0,1,1.7,0,1,1
A0A2I2UBF3,20.1,20,20.3,20.3,0.2,0.3,0,0,0,0
A0A5F5XDY3,20.4,14.6,14.2,20.4,0,5.8,6.2,0,1,1
A0A2I2UAT5,23,19.5,19.4,23,0,3.5,3.6,0,1,1
A0A5F5XBV5,22.3,17.6,17.9,22.3,0,4.7,4.4,0,1,1
M3X4Y2,22.4,18.7,18.8,22.4,0,3.7,3.6,0,1,1
A0A337RU81,23.1,19.8,20.7,23.1,0,3.3,2.4,0,1,1
A0A2I2V2Q8,17.6,16.2,17.2,17.6,0,1.4,0.4,0,1,0
A0A2I2V0W1,20.9,19.9,19.1,20.9,0,1,1.8,0,1,1
P63052,26.8,22.1,22.1,26.8,0,4.7,4.7,0,1,1
A0A2I2UFV8,23.7,16.4,16.3,23.7,0,7.3,7.4,0,1,1
A0A337S307,16.2,13.5,14.9,16.2,0,2.7,1.3,0,1,1
M3X7A8,20.7,13.8,14.1,20.7,0,6.9,6.6,0,1,1
M3VWB5,21.1,21.1,21.1,21.1,0,0,0,0,0,0
M3W230,32.3,21.1,21.2,32.3,0,11.2,11.1,0,1,1
A0A337S3Y7,17.2,15.1,14.8,17.2,0,2.1,2.4,0,1,1
M3WUK1,19.1,12,10.5,19.1,0,7.1,8.6,0,1,1
A0A5F5XVJ0,17.2,16.5,14.5,17.2,0,0.7,2.7,0,0,1
A0A5F5XS01,18.1,17.5,18,18.1,0,0.6,0.1,0,0,0
A0A2I2U2G1,13.8,13.8,12.9,13.8,0,0,0.9,0,0,0
A0A5F5Y2F0,21.5,17.6,17.5,21.5,0,3.9,4,0,1,1
M3WEQ2,26.6,20,19.7,26.6,0,6.6,6.9,0,1,1
M3WIA9,20.8,21.1,21.4,21.4,0.6,0.3,0,0,0,0
A0A337RXZ6,27.8,24.2,24,27.8,0,3.6,3.8,0,1,1
M3WED4,25.4,20.7,20.6,25.4,0,4.7,4.8,0,1,1
A0A2I2UH10,17.1,15.6,14.9,17.1,0,1.5,2.2,0,1,1
M3VW05,19.6,18.8,18.2,19.6,0,0.8,1.4,0,0,1
A0A2I2UXU4,23.5,23.3,23.7,23.7,0.2,0.4,0,0,0,0
M3X2J1,23.5,19.6,20,23.5,0,3.9,3.5,0,1,1
A0A2I2V1K5,21,17.3,17.6,21,0,3.7,3.4,0,1,1
M3VYE6,23.8,23,22.4,23.8,0,0.8,1.4,0,0,1
A0A2I2U8W9,24.1,21.4,21.7,24.1,0,2.7,2.4,0,1,1
A0A337SUD5,19.1,14.3,14.7,19.1,0,4.8,4.4,0,1,1
A0A2I2UCX4,18,11.7,11.5,18,0,6.3,6.5,0,1,1
M3W8U6,26.7,21.9,21.7,26.7,0,4.8,5,0,1,1
A0A5F5XTH2,23.4,25,24.8,25,1.6,0,0.2,1,0,0
A0A2I2UUX6,24,25.5,25.6,25.6,1.6,0.1,0,1,0,0
A0A337S0D4,20.7,22.9,23,23,2.3,0.1,0,1,0,0
A0A5F5XLU4,21.8,18.8,17.9,21.8,0,3,3.9,0,1,1
A0A5F5XLV1,21.3,17.6,17.8,21.3,0,3.7,3.5,0,1,1
A0A337SIC4,19.4,18.3,17.2,19.4,0,1.1,2.2,0,1,1
A0A5F5XEZ3,22.2,17.2,17.4,22.2,0,5,4.8,0,1,1
A0A5F5XGU3,22.6,21.3,21.1,22.6,0,1.3,1.5,0,1,1
A0A2I2UFC7,19,16.6,16.3,19,0,2.4,2.7,0,1,1
A0A5F5XWJ8,19.9,19.6,18.9,19.9,0,0.3,1,0,0,0
A0A337SJF6,20.2,19,18.3,20.2,0,1.2,1.9,0,1,1
A0A2I2UNJ3,24,21.5,20.5,24,0,2.5,3.5,0,1,1
M3WXF7,21,19,19.4,21,0,2,1.6,0,1,1
A0A5F5XJU3,21.1,17.3,18,21.1,0,3.8,3.1,0,1,1
M3WEH0,20.5,15.4,16,20.5,0,5.1,4.5,0,1,1
M3XCE8,18.1,15.1,15.7,18.1,0,3,2.4,0,1,1
A0A337S1D0,21.8,21,21.2,21.8,0,0.8,0.6,0,0,0
M3W9I5,27.5,27.6,27.6,27.6,0.1,0,0,0,0,0
M3WSQ2,19,17.3,17.7,19,0,1.7,1.3,0,1,1
M3XCS6,19.6,17.9,18.2,19.6,0,1.7,1.4,0,1,1
A0A061DD19,22.7,22.6,22.9,22.9,0.2,0.3,0,0,0,0
A0A337S7R6,15.8,15.7,13.5,15.8,0,0.1,2.3,0,0,1
M3W7M9,15.5,14.2,14.2,15.5,0,1.3,1.3,0,1,1
A0A2I2UEP1,21.7,21.7,21.8,21.8,0.1,0.1,0,0,0,0
A0A5F5XN85,19.9,20.2,19.6,20.2,0.3,0,0.6,0,0,0
A0A337SCH3,27.9,14.7,16.2,27.9,0,13.2,11.7,0,1,1
M3W8X1,16.9,12.6,14.8,16.9,0,4.3,2.1,0,1,1
M3VVC0,20.1,14.7,14,20.1,0,5.4,6.1,0,1,1
M3VZR2,22.4,24.1,23.8,24.1,1.7,0,0.3,1,0,0
A0A5F5XCJ6,28.1,16.4,17.4,28.1,0,11.7,10.7,0,1,1
M3WFK3,20.6,19.8,21,21,0.4,1.2,0,0,1,0
A0A337SCS9,23.4,20.2,20.5,23.4,0,3.2,2.9,0,1,1
M3VWG1,20.8,20.1,20.4,20.8,0,0.7,0.4,0,0,0
A0A5F5XZJ4,21.8,19.3,20.2,21.8,0,2.5,1.6,0,1,1
M3WVC7,22.5,19.7,19.3,22.5,0,2.8,3.2,0,1,1
A0A5K1VG18,20.2,15,14.2,20.2,0,5.2,6,0,1,1
A0A2I2UTC5,15.7,20.4,20.2,20.4,4.7,0,0.2,1,0,0
A0A5F5XBP5,20.5,19.3,22.4,22.4,1.9,3.1,0,1,1,0
A0A337SLM1,27,26.5,26.4,27,0,0.5,0.6,0,0,0
M3WPT0,26.4,25.5,25.5,26.4,0,0.9,0.9,0,0,0
A0A2I2UXF5,24.5,23.3,23.3,24.5,0,1.2,1.2,0,1,1
A0A5F5XU81,28.5,21.4,22.7,28.5,0,7.1,5.8,0,1,1
A0A2I2U5G8,25.7,26.1,25.5,26.1,0.4,0,0.6,0,0,0
A0A5F5XGI8,22.4,16.6,16.9,22.4,0,5.8,5.5,0,1,1
